A	O
63	Age
-	Age
year	Age
-	Age
old	Age
woman	Sex
with	O
no	History
known	History
cardiac	History
history	History
presented	Clinical_event
with	O
a	O
sudden	Detailed_description
onset	Detailed_description
of	O
dyspnea	Sign_symptom
requiring	O
intubation	Therapeutic_procedure
and	O
ventilatory	Therapeutic_procedure
support	Therapeutic_procedure
out	Nonbiological_location
of	Nonbiological_location
hospital	Nonbiological_location
.	O
She	O
denied	O
preceding	O
symptoms	O
of	O
chest	Biological_structure
discomfort	Sign_symptom
,	O
palpitations	Sign_symptom
,	O
syncope	Sign_symptom
or	O
infection	Disease_disorder
.	O
The	O
patient	O
was	O
afebrile	Sign_symptom
and	O
normotensive	Sign_symptom
,	O
with	O
a	O
sinus	Detailed_description
tachycardia	Sign_symptom
of	O
140	Lab_value
beats	Lab_value
/	Lab_value
min.	Lab_value
.	O
The	O
cardiorespiratory	Diagnostic_procedure
examination	Diagnostic_procedure
was	O
remarkable	O
for	O
an	O
elevated	Lab_value
jugular	Diagnostic_procedure
venous	Diagnostic_procedure
pressure	Diagnostic_procedure
at	O
the	O
angle	Biological_structure
of	Biological_structure
the	Biological_structure
jaw	Biological_structure
,	O
a	O
left	Detailed_description
-	Detailed_description
sided	Detailed_description
third	Sign_symptom
heart	Sign_symptom
sound	Sign_symptom
and	O
bibasilar	Detailed_description
crackles	Sign_symptom
in	O
both	Biological_structure
lung	Biological_structure
fields	O
.	O
The	O
complete	Diagnostic_procedure
blood	Diagnostic_procedure
cell	Diagnostic_procedure
count	Diagnostic_procedure
,	O
electrolytes	Diagnostic_procedure
and	O
cardiac	Diagnostic_procedure
biomarkers	Diagnostic_procedure
were	O
within	Lab_value
normal	Lab_value
limits	Lab_value
.	O
An	O
initial	O
electrocardiogram	Diagnostic_procedure
revealed	O
ST	Sign_symptom
depression	Sign_symptom
in	O
leads	Diagnostic_procedure
V2	Diagnostic_procedure
to	Diagnostic_procedure
V6	Diagnostic_procedure
,	O
suggestive	O
of	O
anterolateral	Disease_disorder
ischemia	Disease_disorder
(	O
Figure	O
1	O
)	O
.	O
A	O
chest	Biological_structure
radiograph	Diagnostic_procedure
demonstrated	O
pulmonary	Biological_structure
vascular	Sign_symptom
congestion	Sign_symptom
consistent	O
with	O
a	O
diagnosis	O
of	O
pulmonary	Disease_disorder
edema	Disease_disorder
(	O
Figure	O
2	O
)	O
.	O
An	O
echocardiographic	Diagnostic_procedure
examination	Diagnostic_procedure
revealed	O
normal	Lab_value
cardiac	Diagnostic_procedure
dimensions	Diagnostic_procedure
,	O
normal	Lab_value
wall	Diagnostic_procedure
motion	Diagnostic_procedure
and	O
mild	Severity
diastolic	Disease_disorder
dysfunction	Disease_disorder
with	O
an	O
early	Diagnostic_procedure
diastolic	Diagnostic_procedure
to	Diagnostic_procedure
late	Diagnostic_procedure
diastolic	Diagnostic_procedure
transmitral	Diagnostic_procedure
ratio	Diagnostic_procedure
of	O
less	Lab_value
than	Lab_value
1	Lab_value
,	O
prolonged	Lab_value
deceleration	Diagnostic_procedure
time	Diagnostic_procedure
(	O
250	Lab_value
ms	Lab_value
)	O
and	O
a	O
reduced	Lab_value
early	Diagnostic_procedure
diastolic	Diagnostic_procedure
annular	Diagnostic_procedure
velocity	Diagnostic_procedure
of	O
the	O
lateral	Biological_structure
mitral	Biological_structure
valve	Biological_structure
annulus	Biological_structure
.	O
Following	O
aggressive	Lab_value
diuresis	Sign_symptom
and	O
requiring	O
minimal	Lab_value
ventilatory	Therapeutic_procedure
support	Therapeutic_procedure
,	O
the	O
patient	O
was	O
extubated	Therapeutic_procedure
one	Date
day	Date
following	Date
her	O
initial	O
presentation	O
.	O
Within	Time
1	Time
h	Time
of	O
extubation	Coreference
,	O
the	O
patient	O
developed	O
recurrent	Detailed_description
pulmonary	Disease_disorder
edema	Disease_disorder
clinically	O
and	O
radiographically	Diagnostic_procedure
,	O
requiring	O
mechanical	Therapeutic_procedure
ventilation	Therapeutic_procedure
.	O
Cardiac	Diagnostic_procedure
catheterization	Diagnostic_procedure
was	O
performed	O
and	O
revealed	O
normal	Lab_value
coronary	Biological_structure
arteries	Biological_structure
.	O
On	Date
day	Date
4	Date
of	O
the	O
coronary	Nonbiological_location
care	Nonbiological_location
unit	Nonbiological_location
admission	Clinical_event
,	O
the	O
patient	O
failed	Clinical_event
a	O
repeat	O
attempt	O
at	O
extubation	Therapeutic_procedure
.	O
A	O
computed	Diagnostic_procedure
tomographic	Diagnostic_procedure
scan	O
revealed	O
a	O
4	Area
cm	Area
×	Area
9	Area
cm	Area
multinodular	Detailed_description
goiter	Disease_disorder
extending	O
into	O
the	O
mediastinum	Biological_structure
and	O
suspected	O
associated	O
tracheal	Biological_structure
stenosis	Sign_symptom
(	O
Figure	O
3	O
)	O
.	O
With	O
a	O
diagnosis	O
of	O
NPPE	Disease_disorder
secondary	O
to	O
an	O
enlarged	Severity
goiter	Disease_disorder
,	O
the	O
patient	O
underwent	O
surgical	Therapeutic_procedure
intervention	Therapeutic_procedure
for	O
a	O
thyroidectomy	Therapeutic_procedure
.	O
Intraoperative	Detailed_description
bronchoscopy	Diagnostic_procedure
revealed	O
tracheal	Biological_structure
stenosis	Sign_symptom
of	O
greater	Lab_value
than	Lab_value
50	Lab_value
%	Lab_value
.	O
The	O
postoperative	Diagnostic_procedure
course	Diagnostic_procedure
was	O
uncomplicated	Lab_value
,	O
and	O
three	Date
months	Date
following	Date
discharge	Clinical_event
,	O
the	O
patient	O
returned	Outcome
to	O
her	O
previous	Detailed_description
activity	Detailed_description
level	Detailed_description
without	O
subjective	O
dyspnea	Sign_symptom
.	O

A	O
19	Age
-	Age
year	Age
-	Age
old	Age
man	Sex
presented	Clinical_event
at	O
the	O
emergency	Nonbiological_location
department	Nonbiological_location
,	O
12	Time
h	Time
after	Time
insertion	Activity
of	O
a	O
high	Detailed_description
pressure	Detailed_description
container	Detailed_description
with	O
tanning	O
spray	O
into	O
his	O
rectum	Biological_structure
.	O
A	O
plain	Detailed_description
abdominal	Biological_structure
radiograph	Diagnostic_procedure
(	O
Figure	O
1	O
)	O
showed	O
the	O
container	Sign_symptom
in	O
the	O
rectosigmoid	Biological_structure
region	Biological_structure
.	O
There	O
were	O
no	O
signs	O
of	O
perforation	Disease_disorder
.	O
A	O
flexible	Detailed_description
sigmoidoscopy	Diagnostic_procedure
was	O
performed	O
under	O
conscious	Medication
sedation	Medication
.	O
The	O
object	Sign_symptom
was	O
located	O
just	O
above	Biological_structure
the	Biological_structure
rectosigmoid	Biological_structure
junction	Biological_structure
.	O
The	O
container	Coreference
could	O
not	O
be	O
extracted	Therapeutic_procedure
by	O
bimanual	Therapeutic_procedure
manipulation	Therapeutic_procedure
.	O
An	O
attempt	O
to	O
remove	Therapeutic_procedure
the	O
object	Coreference
with	O
conventional	Detailed_description
endoscopic	Detailed_description
instruments	Detailed_description
,	O
such	O
as	O
polypectomy	Detailed_description
snares	Detailed_description
,	O
was	O
unsuccessful	Lab_value
.	O
The	O
sigmoidoscope	Diagnostic_procedure
could	O
be	O
passed	O
alongside	O
the	O
foreign	Coreference
body	Coreference
to	O
its	O
proximal	O
end	O
.	O
A	O
guide	Diagnostic_procedure
wire	Diagnostic_procedure
was	O
left	O
behind	O
with	O
the	O
sigmoidoscope	Diagnostic_procedure
removed	O
.	O
Subsequently	O
,	O
a	O
40	Distance
mm	Distance
pneumatic	Diagnostic_procedure
dilatation	Diagnostic_procedure
balloon	Diagnostic_procedure
(	O
Rigiflex	O
®	O
,	O
Boston	O
Scientific	O
)	O
,	O
normally	O
used	O
in	O
achalasia	O
patients	O
,	O
was	O
inserted	O
over	O
the	O
guide	Diagnostic_procedure
wire	Diagnostic_procedure
and	O
inflated	O
just	O
above	O
the	O
container	Coreference
(	O
Figure	O
2	O
)	O
.	O
For	O
safety	O
purposes	O
,	O
the	O
sigmoidoscope	Diagnostic_procedure
was	O
reintroduced	O
alongside	O
the	O
catheter	O
of	O
the	O
balloon	Coreference
to	O
allow	O
endoscopic	O
visual	O
control	O
of	O
the	O
distal	O
end	O
of	O
the	O
container	Coreference
in	O
the	O
rectum	Biological_structure
.	O
Gentle	O
traction	O
was	O
exerted	O
on	O
the	O
balloon	Coreference
catheter	O
,	O
and	O
the	O
container	Coreference
was	O
successfully	Lab_value
removed	Therapeutic_procedure
under	O
fluoroscopic	Detailed_description
and	Detailed_description
endoscopic	Detailed_description
control	Detailed_description
(	O
Figure	O
3	O
)	O
.	O

A	O
28	Age
-	Age
year	Age
-	Age
old	Age
woman	Sex
was	O
referred	Clinical_event
with	O
a	O
4	Duration
-	Duration
week	Duration
history	O
of	O
continuous	Detailed_description
,	O
moderate	Severity
right	Biological_structure
upper	Biological_structure
quadrant	Biological_structure
pain	Sign_symptom
associated	O
with	O
jaundice	Sign_symptom
,	O
as	O
well	O
as	O
weight	Sign_symptom
loss	Sign_symptom
(	O
10	Lab_value
kg	Lab_value
over	O
3	Duration
months	Duration
)	O
and	O
a	O
liver	Biological_structure
mass	Sign_symptom
identified	O
by	O
ultrasonography	Diagnostic_procedure
.	O
The	O
pain	Coreference
sensation	Coreference
seemed	O
different	Lab_value
from	O
previous	O
colicky	Sign_symptom
attacks	Sign_symptom
the	O
patient	O
had	O
experienced	O
before	O
she	O
underwent	O
laparoscopic	Detailed_description
cholecystectomy	Therapeutic_procedure
7	Date
years	Date
previously	Date
.	O
On	O
physical	Diagnostic_procedure
examination	Diagnostic_procedure
,	O
she	O
was	O
obese	Sign_symptom
(	O
body	Diagnostic_procedure
mass	Diagnostic_procedure
index	Diagnostic_procedure
37.8	Lab_value
)	O
,	O
with	O
icterus	Sign_symptom
noted	O
over	O
the	O
conjunctivae	Biological_structure
,	O
oral	Biological_structure
mucosa	Biological_structure
and	O
skin	Biological_structure
.	O
Imaging	O
modalities	O
included	O
computed	Diagnostic_procedure
tomography	Diagnostic_procedure
(	O
CT	Diagnostic_procedure
)	O
,	O
positron	Diagnostic_procedure
emission	Diagnostic_procedure
tomography	Diagnostic_procedure
(	O
PET	Diagnostic_procedure
)	O
and	O
endoscopic	Diagnostic_procedure
cholangiopancreatography	Diagnostic_procedure
(	O
ERCP	Diagnostic_procedure
)	O
(	O
Fig.	O
1	O
)	O
.	O
The	O
patient	O
underwent	O
exploratory	Detailed_description
laparotomy	Diagnostic_procedure
.	O
Intraoperative	Detailed_description
ultrasonography	Diagnostic_procedure
revealed	O
a	O
cystic	Detailed_description
lesion	Sign_symptom
measuring	O
3.5	Area
2.5	Area
cm	Area
within	O
the	O
central	Biological_structure
portion	Biological_structure
of	Biological_structure
the	Biological_structure
liver	Biological_structure
,	O
anterior	Biological_structure
to	Biological_structure
the	Biological_structure
porta	Biological_structure
hepatis	Biological_structure
.	O
Intraoperative	Detailed_description
cholangiography	Diagnostic_procedure
demonstrated	O
an	O
extensive	Severity
stricture	Sign_symptom
obliterating	O
the	O
left	Biological_structure
hepatic	Biological_structure
duct	Biological_structure
,	O
with	O
partial	Severity
occlusion	Sign_symptom
of	O
the	O
right	Biological_structure
hepatic	Biological_structure
duct	Biological_structure
.	O
An	O
extended	Detailed_description
left	Detailed_description
lobectomy	Therapeutic_procedure
was	O
done	O
en	Detailed_description
bloc	Detailed_description
with	Detailed_description
the	Detailed_description
biliary	Detailed_description
confluence	Detailed_description
.	O
On	O
frozen	Diagnostic_procedure
-	Diagnostic_procedure
section	Diagnostic_procedure
examination	Diagnostic_procedure
,	O
all	O
margins	Diagnostic_procedure
of	Diagnostic_procedure
the	Diagnostic_procedure
excised	Diagnostic_procedure
specimen	Diagnostic_procedure
were	O
free	Lab_value
of	Lab_value
malignant	Lab_value
cells	Lab_value
.	O
Reconstruction	Therapeutic_procedure
was	O
performed	O
with	O
a	O
Roux	Detailed_description
-	Detailed_description
en	Detailed_description
-	Detailed_description
Y	Detailed_description
cholangiojejunostomy	Therapeutic_procedure
to	O
3	Biological_structure
second	Biological_structure
bile	Biological_structure
duct	Biological_structure
radicals	Biological_structure
in	O
the	O
right	Detailed_description
side	Detailed_description
.	O
Intraoperatively	O
,	O
radiotherapy	Therapeutic_procedure
was	O
applied	O
to	O
the	O
surgical	Biological_structure
margins	Biological_structure
.	O
After	O
this	O
,	O
the	O
patient	O
underwent	O
6	Duration
weeks	Duration
of	O
image	Detailed_description
-	Detailed_description
guided	Detailed_description
external	Detailed_description
beam	Detailed_description
radiation	Therapeutic_procedure
centred	O
on	O
the	O
resection	Biological_structure
field	Biological_structure
labelled	O
at	O
surgery	O
.	O
The	O
final	O
pathology	O
described	O
this	O
tumour	O
as	O
an	O
infiltrating	Detailed_description
,	O
moderately	Lab_value
differentiated	Detailed_description
squamous	Disease_disorder
cell	Disease_disorder
carcinoma	Disease_disorder
associated	O
with	O
severe	Severity
dysplasia	Disease_disorder
of	O
the	O
bile	Biological_structure
-	Biological_structure
duct	Biological_structure
epithelium	Biological_structure
(	O
Fig.	O
2	O
)	O
.	O
The	O
patient	O
recovered	Sign_symptom
without	O
complications	Sign_symptom
and	O
was	O
doing	Sign_symptom
well	Sign_symptom
18	Date
months	Date
after	Date
the	O
initial	O
surgical	O
procedure	O
,	O
with	O
an	O
unremarkable	Lab_value
CT	Diagnostic_procedure
scan	Diagnostic_procedure
.	O

An	O
18	Age
-	Age
year	Age
-	Age
old	Age
male	Sex
was	O
diagnosed	O
with	O
attention	Disease_disorder
-	Disease_disorder
deficit	Disease_disorder
hyperactivity	Disease_disorder
disorder	Disease_disorder
(	O
ADHD	Disease_disorder
)	O
in	O
2005	Date
.	O
He	O
was	O
overweight	History
with	O
a	O
body	Diagnostic_procedure
mass	Diagnostic_procedure
index	Diagnostic_procedure
(	O
BMI	Diagnostic_procedure
)	O
of	O
40	Lab_value
.	O
He	O
was	O
started	O
on	O
quetiapine	Medication
fumarate	Medication
(	Medication
Seroquel	Medication
®	Medication
)	Medication
900	Dosage
mg	Dosage
daily	Dosage
in	O
April	Date
2005	Date
and	O
methylphenidate	Medication
(	Medication
Concerta	Medication
®	Medication
)	Medication
54	Dosage
mg	Dosage
daily	Dosage
in	O
September	Date
2005	Date
.	O
In	O
the	O
beginning	Date
of	Date
August	Date
2006	Date
he	O
was	O
admitted	Clinical_event
to	O
his	O
local	Nonbiological_location
hospital	Nonbiological_location
with	O
severe	Severity
dyspnoea	Sign_symptom
,	O
tachypnea	Sign_symptom
,	O
tachycardia	Sign_symptom
,	O
and	O
cyanosis	Sign_symptom
.	O
On	O
admission	Clinical_event
the	O
blood	Diagnostic_procedure
pressure	Diagnostic_procedure
was	O
120/80	Lab_value
mmHg	Lab_value
,	O
and	O
the	O
arterial	Diagnostic_procedure
blood	Diagnostic_procedure
gas	Diagnostic_procedure
revealed	O
a	O
pH	Diagnostic_procedure
of	O
7.45	Lab_value
,	O
pCO2	Diagnostic_procedure
of	O
3.55	Lab_value
kPa	Lab_value
,	O
paO2	Diagnostic_procedure
of	O
7.76	Lab_value
kPa	Lab_value
,	O
and	O
BE	Diagnostic_procedure
of	O
−5.1	Lab_value
mmol	Lab_value
/	Lab_value
l.	O
C	Diagnostic_procedure
-	Diagnostic_procedure
reactive	Diagnostic_procedure
protein	Diagnostic_procedure
was	O
not	Lab_value
elevated	Lab_value
.	O
The	O
chest	Biological_structure
X-ray	Diagnostic_procedure
showed	O
an	O
enlarged	Sign_symptom
heart	Sign_symptom
.	O
He	O
developed	O
hemoptysis	Sign_symptom
and	O
was	O
treated	O
with	O
unfractionated	Detailed_description
heparin	Medication
in	O
suspicion	O
of	O
pulmonary	Biological_structure
embolism	Sign_symptom
.	O
He	O
subsequently	O
developed	O
cardiogenic	Disease_disorder
shock	Disease_disorder
and	O
was	O
treated	O
with	O
vasoactive	Medication
drugs	Medication
.	O
In	O
spite	O
of	O
the	O
treatment	O
he	O
became	O
oliguric	Sign_symptom
and	O
his	O
liver	Diagnostic_procedure
enzymes	Diagnostic_procedure
were	O
rising	Lab_value
.	O
He	O
was	O
referred	Clinical_event
to	O
our	O
hospital	Nonbiological_location
for	O
further	O
treatment	O
.	O
On	O
admission	Clinical_event
the	O
blood	Diagnostic_procedure
pressure	Diagnostic_procedure
was	O
90/60	Lab_value
mmHg	Lab_value
,	O
despite	O
infusion	Administration
with	O
noradrenaline	Medication
.	O
His	O
heart	Diagnostic_procedure
rate	Diagnostic_procedure
was	O
130	Lab_value
/	Lab_value
minute	Lab_value
and	O
his	O
temperature	Diagnostic_procedure
was	O
38.4	Lab_value
°C	Lab_value
.	O
A	O
thoracic	Biological_structure
computed	Diagnostic_procedure
tomography	Diagnostic_procedure
scan	Diagnostic_procedure
did	Sign_symptom
not	Sign_symptom
show	Sign_symptom
pulmonary	Sign_symptom
embolism	Sign_symptom
.	O
Echocardiography	Diagnostic_procedure
revealed	O
biventricular	Sign_symptom
failure	Sign_symptom
and	O
left	Diagnostic_procedure
ventricular	Diagnostic_procedure
end	Diagnostic_procedure
diastolic	Diagnostic_procedure
diameter	Diagnostic_procedure
was	O
7	Distance
cm	Distance
.	O
The	O
left	Biological_structure
ventricle	Biological_structure
was	O
severely	Severity
hypokinetic	Lab_value
with	O
an	O
ejection	Diagnostic_procedure
fraction	Diagnostic_procedure
(	O
EF	Diagnostic_procedure
)	O
of	O
20	Lab_value
%	Lab_value
–	Lab_value
25	Lab_value
%	Lab_value
.	O
The	O
left	Diagnostic_procedure
ventricular	Diagnostic_procedure
end	Diagnostic_procedure
diastolic	Diagnostic_procedure
pressure	Diagnostic_procedure
was	O
markedly	O
elevated	Lab_value
,	O
and	O
there	O
was	O
a	O
moderate	Lab_value
mitral	Sign_symptom
regurgitation	Sign_symptom
.	O
Intermittent	Detailed_description
hemodialysis	Therapeutic_procedure
was	O
initiated	O
.	O
His	O
liver	Diagnostic_procedure
function	Diagnostic_procedure
improved	Lab_value
slightly	Severity
,	O
but	O
despite	O
dialysis	Coreference
the	O
renal	Diagnostic_procedure
function	Diagnostic_procedure
deteriorated	Lab_value
with	O
increasing	Lab_value
creatinine	Diagnostic_procedure
values	Diagnostic_procedure
.	O
After	Date
three	Date
days	Date
there	O
was	O
a	O
further	O
worsening	Lab_value
of	O
the	O
left	Diagnostic_procedure
ventricular	Diagnostic_procedure
systolic	Diagnostic_procedure
function	Diagnostic_procedure
with	O
an	O
ejection	Diagnostic_procedure
fraction	Diagnostic_procedure
of	O
10	Lab_value
%	Lab_value
–	Lab_value
12	Lab_value
%	Lab_value
and	O
marked	O
pulmonary	Sign_symptom
hypertension	Sign_symptom
with	O
systolic	Diagnostic_procedure
pulmonary	Diagnostic_procedure
pressure	Diagnostic_procedure
estimated	O
to	O
30	Lab_value
mmHg	Lab_value
.	O
The	O
clinical	O
picture	O
resembled	O
dilated	Detailed_description
cardiomyopathy	Disease_disorder
with	O
low	Sign_symptom
output	Sign_symptom
failure	Sign_symptom
causing	O
renal	Biological_structure
and	O
liver	Biological_structure
failure	Sign_symptom
.	O
We	O
suspected	O
drug	Detailed_description
-	Detailed_description
induced	Detailed_description
cardiomyopathy	Coreference
and	O
methylphenidate	Medication
and	O
quetiapine	Medication
fumarate	Medication
were	O
discontinued	O
.	O
Screening	Diagnostic_procedure
for	Diagnostic_procedure
infectious	Diagnostic_procedure
pathogens	Diagnostic_procedure
,	O
immunological	Diagnostic_procedure
markers	Diagnostic_procedure
,	O
and	O
iron	Diagnostic_procedure
or	O
amyloid	Diagnostic_procedure
deposition	Diagnostic_procedure
were	O
all	O
negative	Lab_value
.	O
After	Date
three	Date
days	Date
he	O
was	O
transferred	Clinical_event
to	O
the	O
National	Nonbiological_location
Hospital	Nonbiological_location
(	Nonbiological_location
Rikshospitalet	Nonbiological_location
,	Nonbiological_location
Oslo	Nonbiological_location
)	Nonbiological_location
with	O
ongoing	O
noradrenaline	Medication
and	O
dobutamine	Medication
infusions	Administration
.	O
Shortly	O
after	O
admission	Clinical_event
an	O
intraaortic	Therapeutic_procedure
balloon	Therapeutic_procedure
pump	Therapeutic_procedure
(	O
IABP	Therapeutic_procedure
)	O
was	O
inserted	O
and	O
noradrenaline	Coreference
was	O
replaced	O
by	O
nitroprusside	Medication
.	O
Coronary	Diagnostic_procedure
angiography	Diagnostic_procedure
was	O
normal	Lab_value
.	O
Endomyocardial	Biological_structure
biopsy	Diagnostic_procedure
from	O
the	O
right	Biological_structure
ventricle	Biological_structure
did	O
not	O
reveal	O
any	O
distinct	O
myocardial	Disease_disorder
pathology	Disease_disorder
.	O
On	O
treatment	O
with	O
IABP	Coreference
,	O
nitroprusside	Coreference
,	O
and	O
dialysis	Therapeutic_procedure
,	O
the	O
clinical	Diagnostic_procedure
situation	Diagnostic_procedure
gradually	O
improved	Lab_value
and	O
the	O
liver	Diagnostic_procedure
function	Diagnostic_procedure
returned	O
to	O
normal	Lab_value
.	O
His	O
renal	Diagnostic_procedure
function	Diagnostic_procedure
also	O
improved	Lab_value
with	O
increasing	O
diuresis	Sign_symptom
and	O
creatinine	Diagnostic_procedure
fell	O
from	O
798	Lab_value
to	O
98	Lab_value
μmol	Lab_value
/	Lab_value
l	Lab_value
.	O
His	O
EF	Diagnostic_procedure
was	O
still	O
markedly	O
reduced	Lab_value
(	O
15	Lab_value
%	Lab_value
)	O
.	O
Because	O
of	O
behavioral	Sign_symptom
problems	Sign_symptom
and	O
adipose	Sign_symptom
stature	Sign_symptom
,	O
he	O
was	O
denied	Clinical_event
a	O
heart	Therapeutic_procedure
transplant	Therapeutic_procedure
.	O
He	O
was	O
treated	O
with	O
IABP	Coreference
for	O
26	Duration
days	Duration
,	O
and	O
after	Duration
28	Duration
days	Duration
he	O
was	O
transferred	Clinical_event
back	O
to	O
our	Nonbiological_location
hospital	Nonbiological_location
.	O
At	O
that	O
time	O
his	O
liver	Diagnostic_procedure
and	Diagnostic_procedure
renal	Diagnostic_procedure
functions	Diagnostic_procedure
were	O
normal	Lab_value
.	O
He	O
was	O
treated	O
with	O
an	O
angiotensin	Medication
-	Medication
converting	Medication
enzyme	Medication
(	Medication
ACE	Medication
)	Medication
-	Medication
inhibitor	Medication
,	O
a	O
beta	Medication
-	Medication
blocker	Medication
,	O
and	O
diuretics	Medication
.	O
During	O
the	O
following	O
two	Duration
weeks	Duration
his	O
clinical	Diagnostic_procedure
status	Diagnostic_procedure
improved	Lab_value
and	O
he	O
was	O
subsequently	O
discharged	Clinical_event
to	O
his	Nonbiological_location
home	Nonbiological_location
.	O
The	O
echocardiography	Diagnostic_procedure
still	O
showed	O
markedly	O
dilated	Lab_value
left	Biological_structure
ventricle	Biological_structure
with	O
EF	Diagnostic_procedure
of	O
20	Lab_value
%	Lab_value
.	O
In	O
March	Date
2007	Date
,	O
his	O
clinical	Diagnostic_procedure
status	Diagnostic_procedure
was	O
improved	Lab_value
and	O
he	O
was	O
in	O
function	Diagnostic_procedure
class	Diagnostic_procedure
II	Lab_value
(	O
New	Detailed_description
York	Detailed_description
Heart	Detailed_description
Association	Detailed_description
)	O
with	O
an	O
EF	Diagnostic_procedure
estimated	O
by	O
echocardiography	Diagnostic_procedure
to	O
30	Lab_value
%	Lab_value
–	Lab_value
35	Lab_value
%	Lab_value
.	O

A	O
74	Age
-	Age
year	Age
-	Age
old	Age
man	Sex
was	O
referred	Clinical_event
to	O
our	O
hospital	Nonbiological_location
in	O
November	Date
2000	Date
because	O
of	O
liver	Sign_symptom
dysfunction	Sign_symptom
detected	O
during	O
a	O
medical	Clinical_event
checkup	Clinical_event
.	O
The	O
patient	O
had	O
been	O
diagnosed	O
with	O
nephrotic	Disease_disorder
syndrome	Disease_disorder
in	O
1995	Date
.	O
Laboratory	Diagnostic_procedure
examinations	Diagnostic_procedure
showed	O
elevated	Lab_value
serum	Diagnostic_procedure
hepatobiliary	Diagnostic_procedure
enzymes	Diagnostic_procedure
and	O
IgM	Diagnostic_procedure
,	O
and	O
the	O
presence	Lab_value
of	O
antimitochondrial	Diagnostic_procedure
antibodies	Diagnostic_procedure
.	O
Serologic	Diagnostic_procedure
markers	Diagnostic_procedure
for	O
Hepatitis	Diagnostic_procedure
B	Diagnostic_procedure
and	O
C	O
viruses	O
were	O
negative	Lab_value
.	O
Histopathologic	Diagnostic_procedure
examination	Diagnostic_procedure
of	O
a	O
liver	Biological_structure
biopsy	Diagnostic_procedure
specimen	Diagnostic_procedure
obtained	O
at	O
laparoscopy	Therapeutic_procedure
revealed	O
non-suppurative	Detailed_description
destructive	Detailed_description
cholangitis	Disease_disorder
in	O
the	O
portal	Biological_structure
area	Biological_structure
(	O
Figure	O
1	O
)	O
.	O
The	O
diagnosis	O
of	O
PBC	Disease_disorder
(	O
Scheuer	Disease_disorder
stage	Disease_disorder
3	Disease_disorder
)	O
was	O
confirmed	O
and	O
ursodeoxycholic	Medication
acid	Medication
,	O
900	Dosage
mg	Dosage
daily	Frequency
,	O
was	O
started	O
.	O
In	O
January	Date
and	Date
June	Date
2002	Date
,	O
the	O
patient	O
underwent	O
endoscopic	Therapeutic_procedure
variceal	Therapeutic_procedure
ligation	Therapeutic_procedure
plus	O
endoscopic	Therapeutic_procedure
injection	Therapeutic_procedure
sclerotherapy	Therapeutic_procedure
as	O
well	O
as	O
argon	Therapeutic_procedure
plasma	Therapeutic_procedure
coagulation	Therapeutic_procedure
for	O
worsening	Severity
esophageal	Sign_symptom
varices	Sign_symptom
.	O
In	O
September	Date
2007	Date
,	O
the	O
patient	O
was	O
admitted	Clinical_event
for	O
the	O
treatment	O
of	O
recurrent	Severity
esophageal	Sign_symptom
